City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,weather_description
82,Port Blair,IN,11.6667,92.75,73.45,73,88,9.6,overcast clouds
83,Zhigansk,RU,66.7697,123.3711,-53.95,97,96,5.17,overcast clouds
84,Batticaloa,LK,7.7102,81.6924,77.02,82,54,12.41,broken clouds
85,Teya,RU,60.3778,92.6267,-4.61,100,100,3.42,overcast clouds
86,Camacha,PT,33.0833,-16.3333,56.62,72,75,12.66,broken clouds
87,Mahebourg,MU,-20.4081,57.7,79.09,73,75,12.66,broken clouds
88,Faxinal,BR,-24.0003,-51.3194,67.1,97,100,3.76,overcast clouds
89,Conceicao Do Araguaia,BR,-8.2578,-49.2647,74.89,89,100,2.39,overcast clouds
90,Saint-Joseph,RE,-21.3667,55.6167,75.58,79,20,12.3,few clouds
91,Saint-Philippe,RE,-21.3585,55.7679,76.59,82,28,11.74,scattered clouds
92,Narsaq,GL,60.9167,-46.05,-10.73,67,7,10.85,clear sky
93,Tsabong,BW,-26.0217,22.401,80.78,28,0,10.49,clear sky
94,Lavrentiya,RU,65.5833,-171.0,-13.25,86,100,13.8,overcast clouds
95,Turayf,SA,31.6725,38.6637,44.85,87,75,9.22,broken clouds
96,Mount Isa,AU,-20.7333,139.5,78.57,73,100,8.05,overcast clouds
97,Kloulklubed,PW,7.0419,134.2556,81.9,74,100,5.97,overcast clouds
98,Bathsheba,BB,13.2167,-59.5167,77.61,78,20,4.61,few clouds
99,Granville,AU,-33.8333,151.0167,79.21,70,75,11.5,broken clouds
100,Villa Del Rosario,CO,7.8339,-72.4742,75.58,73,75,3.44,broken clouds
101,Talnakh,RU,69.4865,88.3972,-35.07,86,3,4.21,clear sky
102,San Jose,US,37.3394,-121.895,56.59,71,75,14.97,broken clouds
103,Codrington,AU,-38.2667,141.9667,88.5,17,17,11.97,few clouds
104,Thompson,CA,55.7435,-97.8558,10.56,85,100,3.44,light snow
105,Chapais,CA,49.7834,-74.8492,13.78,96,28,3.09,scattered clouds
106,High Rock,BS,26.6208,-78.2833,66.22,54,0,6.69,clear sky
107,Svetlogorsk,BY,52.6333,29.7333,34.43,98,100,12.21,overcast clouds
108,Nyurba,RU,63.2842,118.3319,-32.87,99,100,2.15,overcast clouds
109,Aklavik,CA,68.2191,-135.0107,-18.51,100,92,4.27,overcast clouds
110,Sorong,ID,-0.8833,131.25,80.65,83,86,6.98,overcast clouds
111,Bethel,US,41.3712,-73.414,39.49,53,90,3.0,overcast clouds
112,Nyamuswa,TZ,-1.9,34.0167,65.7,70,87,4.47,overcast clouds
113,Boguchany,RU,58.3814,97.4531,5.18,98,100,3.67,light snow
114,Sterling,US,39.0062,-77.4286,47.21,32,0,4.61,clear sky
115,Trudarmeyskiy,RU,54.132,86.4098,10.42,90,100,13.53,overcast clouds
116,Saint-Augustin,CA,51.226,-58.6502,29.39,95,100,25.1,snow
117,Ilmajoki,FI,62.7333,22.5667,31.68,92,20,8.05,few clouds
118,Sao Filipe,CV,14.8961,-24.4956,76.39,60,100,6.67,overcast clouds
119,Palu,ID,-0.8917,119.8707,77.67,84,73,2.62,broken clouds
120,Fecamp,FR,49.7579,0.3746,38.28,66,48,3.83,scattered clouds
121,Acapulco,MX,16.8634,-99.8901,81.03,66,13,10.04,few clouds
122,Carnarvon,AU,-24.8667,113.6333,72.09,60,0,24.38,clear sky
123,Yerbogachen,RU,61.2767,108.0108,-61.28,100,70,3.02,broken clouds
124,Prainha,BR,-1.8,-53.48,78.21,72,72,2.42,broken clouds
125,Norman Wells,CA,65.282,-126.8329,-14.26,98,99,0.38,overcast clouds
126,Gangarampur,IN,25.4,88.5167,50.38,60,0,5.39,clear sky
127,Turkistan,KZ,43.0,68.0,14.49,79,0,6.69,clear sky
128,Sao Joao Da Barra,BR,-21.6403,-41.0511,78.89,86,4,16.8,clear sky
129,Jamestown,US,42.097,-79.2353,42.44,45,0,1.01,clear sky
130,Batagay-Alyta,RU,67.8006,130.4114,-26.63,98,100,0.81,overcast clouds
131,Amarante Do Maranhao,BR,-5.5667,-46.7422,71.22,97,69,3.78,broken clouds
132,Laguna,US,38.421,-121.4238,56.28,62,100,8.05,overcast clouds
133,Sovetskiy,RU,61.3614,63.5842,15.48,81,91,9.13,overcast clouds
134,Juntas,CR,10.2809,-84.9595,75.63,72,30,9.46,scattered clouds
135,Santa Rosa,PH,14.3122,121.1114,78.78,82,100,12.08,overcast clouds
136,Wanning,CN,18.8003,110.3967,61.92,87,93,10.33,overcast clouds
137,Fortuna,US,40.5982,-124.1573,52.66,77,75,9.22,broken clouds
138,Verkhoyansk,RU,67.5447,133.385,-47.72,99,100,1.79,overcast clouds
139,Nadym,RU,65.5333,72.5167,0.72,96,100,11.79,overcast clouds
140,Ullapool,GB,57.8987,-5.1604,31.35,87,93,1.72,light snow
141,Port-Gentil,GA,-0.7193,8.7815,82.36,78,20,5.75,few clouds
142,Nobres,BR,-14.7203,-56.3275,78.98,77,46,0.6,scattered clouds
143,Biloli,IN,18.7667,77.7333,65.37,45,0,6.44,clear sky
144,Mahibadhoo,MV,3.7833,72.9667,80.06,73,93,7.34,overcast clouds
145,Pisco,PE,-13.7,-76.2167,75.25,69,0,17.27,clear sky
146,Pouembout,NC,-21.1333,164.9,82.83,64,99,4.23,overcast clouds
147,Georgetown,MY,5.4112,100.3354,76.93,85,20,10.36,few clouds
148,New Norfolk,AU,-42.7826,147.0587,67.91,57,35,1.99,scattered clouds
149,Praia,CV,14.9215,-23.5087,77.54,47,0,19.57,clear sky
150,Bereda,ES,43.2686,-7.5406,52.14,100,100,16.06,overcast clouds
151,Iqaluit,CA,63.7506,-68.5145,-24.07,76,20,4.61,few clouds
152,Lindi,TZ,-10.0,39.7167,73.13,95,44,1.68,scattered clouds
153,Poum,NC,-20.2333,164.0167,80.44,71,100,13.71,overcast clouds
154,Faya,SA,18.3851,42.4509,53.71,77,27,4.61,scattered clouds
155,Labuan,MY,5.2767,115.2417,75.56,94,20,0.0,few clouds
156,East London,ZA,-33.0153,27.9116,74.84,93,88,4.45,overcast clouds
157,Arraial Do Cabo,BR,-22.9661,-42.0278,76.96,83,0,19.57,clear sky
158,Ribeira Grande,PT,38.5167,-28.7,54.77,79,11,10.0,few clouds
159,Puerto Ayora,EC,-0.7393,-90.3518,82.36,89,80,5.01,broken clouds
160,Komsomolskiy,UZ,40.4272,71.7189,12.92,79,3,4.61,mist
161,Yuli,NG,9.6989,10.2744,72.05,26,98,6.69,overcast clouds
162,Nikolskoye,RU,59.7035,30.7861,36.91,88,74,9.62,broken clouds
163,Dicabisagan,PH,17.0818,122.4157,74.37,89,100,12.19,overcast clouds
164,Sanandaj,IR,35.3144,46.9923,30.22,80,100,6.91,overcast clouds
165,Cabo San Lucas,MX,22.8909,-109.9124,77.61,58,18,7.0,few clouds
166,Henties Bay,NA,-22.116,14.2845,69.39,83,96,3.51,overcast clouds
167,Megion,RU,61.0296,76.1136,5.94,98,99,7.23,overcast clouds
168,Clyde River,CA,70.4692,-68.5914,-5.57,84,100,17.27,light snow
169,College,US,64.8569,-147.8028,5.09,96,99,2.44,overcast clouds
170,Ust-Maya,RU,60.4167,134.5333,-62.09,100,100,0.38,overcast clouds
171,Dulce Grande,MX,23.0,-102.1667,74.23,11,33,16.02,scattered clouds
172,Chokurdakh,RU,70.6333,147.9167,-24.88,95,79,11.1,broken clouds
173,Masuda,JP,34.6667,131.85,40.05,78,45,4.43,scattered clouds
174,Korla,CN,41.7597,86.1469,3.63,95,84,2.26,broken clouds
175,Tiznit,MA,29.5833,-9.5,54.88,74,0,2.13,clear sky
176,Makaryev,RU,57.8797,43.8069,17.55,94,100,11.41,light snow
177,Dikson,RU,73.5069,80.5464,-33.3,84,7,8.12,clear sky
178,Moussoro,TD,13.6408,16.4901,67.86,19,31,13.2,scattered clouds
179,Nago,JP,26.5881,127.9761,57.63,77,100,12.1,overcast clouds
180,Malaya Vishera,RU,58.8454,32.2222,31.15,94,100,7.9,overcast clouds
181,Bengkulu,ID,-3.8004,102.2655,74.84,89,100,4.07,overcast clouds
182,Ostersund,SE,63.1792,14.6357,23.45,80,34,9.22,scattered clouds
183,Arman,RU,59.7,150.1667,-19.86,85,64,12.15,broken clouds
184,Coquimbo,CL,-29.9533,-71.3436,67.73,63,20,11.5,few clouds
185,Coro,VE,11.4045,-69.6734,77.58,82,4,14.72,clear sky
186,Ponta Do Sol,PT,32.6667,-17.1,60.71,71,22,6.02,few clouds
187,Wum,CM,6.3833,10.0667,68.16,29,55,1.99,broken clouds
188,Port Pirie,AU,-33.1833,138.0167,96.1,26,8,14.97,clear sky
189,Cabedelo,BR,-6.9811,-34.8339,81.27,76,99,11.63,overcast clouds
190,Tevriz,RU,57.509,72.4042,8.74,96,84,5.97,broken clouds
191,Lompoc,US,34.6391,-120.4579,56.52,83,75,14.97,broken clouds
192,Nouakchott,MR,18.0858,-15.9785,75.13,27,100,12.21,overcast clouds
193,Kathmandu,NP,27.7167,85.3167,43.02,93,20,2.3,mist
194,Hithadhoo,MV,-0.6,73.0833,79.21,67,18,3.91,few clouds
195,Half Moon Bay,US,37.4636,-122.4286,56.62,76,100,18.41,overcast clouds
196,Faanui,PF,-16.4833,-151.75,80.47,61,97,13.91,overcast clouds
197,Gobabis,NA,-22.45,18.9667,72.97,47,81,9.1,broken clouds
198,Butaritari,KI,3.0707,172.7902,80.85,79,13,16.69,few clouds
199,Ostrovnoy,RU,68.0531,39.5131,30.9,86,97,22.82,overcast clouds
200,Entre Rios,BR,-11.9419,-38.0844,71.71,86,71,4.12,broken clouds
201,Sandwick,GB,60.0,-1.25,39.02,65,75,25.32,broken clouds
202,Klaksvik,FO,62.2266,-6.589,27.52,66,100,18.07,light snow
203,Xianyang,CN,34.3378,108.7026,28.98,46,90,5.59,overcast clouds
204,Tuktoyaktuk,CA,69.4541,-133.0374,-8.01,97,100,6.85,overcast clouds
205,Nome,US,64.5011,-165.4064,7.59,84,100,11.3,overcast clouds
206,Upernavik,GL,72.7868,-56.1549,-2.34,95,100,4.92,overcast clouds
207,Sur,OM,22.5667,59.5289,68.18,68,55,3.33,broken clouds
208,La Ronge,CA,55.1001,-105.2842,0.88,100,60,3.29,broken clouds
209,Kungurtug,RU,50.5994,97.5228,-7.42,94,100,1.19,overcast clouds
210,Ballina,AU,-28.8667,153.5667,78.78,75,58,8.37,broken clouds
211,Pucara,PE,-15.9803,-71.4606,40.71,71,93,7.11,overcast clouds
212,Pevek,RU,69.7008,170.3133,-31.04,100,49,0.45,scattered clouds
213,Omboue,GA,-1.5746,9.2618,78.01,83,100,5.61,light rain
214,Starobesheve,UA,47.7504,38.0305,24.49,94,26,7.02,scattered clouds
215,Richards Bay,ZA,-28.783,32.0377,72.28,88,49,9.35,scattered clouds
216,Ketchikan,US,55.3422,-131.6461,40.14,96,100,4.88,overcast clouds
217,Praya,CV,14.9215,-23.5087,74.5,72,100,8.63,overcast clouds
218,Ajdabiya,LY,30.7554,20.2263,56.82,71,1,9.57,clear sky
219,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,73.26,98,98,1.83,light rain
220,Petatlan,MX,17.5167,-101.2667,82.02,62,27,5.41,scattered clouds
221,Chuy,UY,-33.6971,-53.4616,70.9,71,0,11.63,clear sky
222,Puerto Narino,CO,-3.7703,-70.3831,75.22,89,69,2.53,broken clouds
223,Yumen,CN,40.2833,97.2,8.17,77,54,22.5,broken clouds
224,Pavelets,RU,53.7883,39.246,22.06,94,98,11.74,overcast clouds
225,Nishihara,JP,26.1842,127.7558,61.88,69,75,11.5,broken clouds
226,Leinefelde,DE,51.3833,10.3333,39.09,93,100,17.45,light rain
227,Huarmey,PE,-10.0681,-78.1522,71.78,75,73,7.76,broken clouds
228,Carutapera,BR,-1.195,-46.02,73.83,94,60,5.21,broken clouds
229,Saint-Ambroise,CA,48.5501,-71.3324,6.58,96,100,2.57,overcast clouds
230,Stornoway,GB,58.2093,-6.3865,31.03,86,40,3.44,light snow
231,Torbay,CA,47.6666,-52.7314,40.87,97,100,8.05,fog
232,Necochea,AR,-38.5473,-58.7368,66.11,70,0,15.75,clear sky
233,Neiafu,TO,-18.65,-173.9833,83.46,78,82,10.36,broken clouds
234,Luderitz,NA,-26.6481,15.1594,67.93,80,96,7.94,overcast clouds
235,Kant,IN,27.8,79.8,42.31,73,0,4.99,clear sky
236,Saldanha,ZA,-33.0117,17.9442,65.43,84,12,2.46,few clouds
237,Coihaique,CL,-45.5752,-72.0662,63.41,66,100,5.77,overcast clouds
238,Douglas,US,41.3,-96.167,39.58,84,100,16.11,overcast clouds
239,Itupiranga,BR,-5.1347,-49.3267,74.53,90,80,3.27,broken clouds
240,Hokitika,NZ,-42.7167,170.9667,67.55,70,31,7.31,scattered clouds
241,Ixtapa,MX,20.7,-105.2,74.23,75,100,5.01,overcast clouds
242,Port Alfred,ZA,-33.5906,26.891,72.18,98,100,13.85,overcast clouds
243,Havelock,US,34.8791,-76.9013,49.95,57,90,5.08,overcast clouds
244,Sakaiminato,JP,35.55,133.2333,41.04,76,91,9.62,overcast clouds
245,Haines Junction,CA,60.7522,-137.5108,23.18,96,100,2.98,overcast clouds
246,Port Hedland,AU,-20.3167,118.5667,84.25,79,86,6.91,overcast clouds
247,Tsuruoka,JP,38.7217,139.8217,32.04,100,75,5.75,light snow
248,Hualmay,PE,-11.0964,-77.6139,71.91,77,59,9.31,broken clouds
249,Beian,NO,63.6559,9.5683,34.02,69,0,8.05,clear sky
250,Asau,RO,46.4333,26.4,36.52,76,96,4.61,overcast clouds
251,Lakatoro,VU,-16.0999,167.4164,84.02,71,79,6.13,moderate rain
252,Ukiah,US,39.1502,-123.2078,52.38,68,20,12.66,few clouds
253,Adrar,MR,20.5022,-10.0711,64.36,18,73,10.89,broken clouds
254,Kabugao,PH,18.0217,121.1842,69.91,99,100,2.8,overcast clouds
255,Inta,RU,66.0317,60.1659,17.83,80,92,23.71,overcast clouds
256,Vila Franca Do Campo,PT,37.7167,-25.4333,55.81,84,19,6.33,few clouds
257,Puerto Lempira,HN,15.2667,-83.7667,73.11,67,53,6.71,broken clouds
258,Chlorakas,CY,34.8042,32.4083,49.55,87,20,9.22,few clouds
259,Inhambane,MZ,-23.865,35.3833,78.1,78,77,8.46,broken clouds
260,Ilulissat,GL,69.2167,-51.1,-5.78,59,100,19.57,light shower snow
261,Galich,RU,58.3797,42.3475,22.23,92,100,10.96,overcast clouds
262,Canberra,AU,-35.2835,149.1281,76.44,62,32,8.05,scattered clouds
263,Gamba,GA,-2.65,10.0,77.32,80,100,1.92,overcast clouds
264,Goksun,TR,38.021,36.4973,34.47,98,99,2.68,light snow
265,Kavaratti,IN,10.5669,72.642,78.8,74,48,7.25,scattered clouds
266,Vardo,NO,70.3705,31.1107,35.58,80,75,23.02,broken clouds
267,Ouallam,NE,14.3188,2.0866,68.81,14,65,10.85,broken clouds
268,Lumsden,CA,50.6501,-104.8678,9.25,97,98,3.2,overcast clouds
269,Vite,IN,17.2833,74.55,64.8,43,0,1.23,clear sky
270,Hobyo,SO,5.3505,48.5268,75.9,76,0,16.89,clear sky
271,Masvingo,ZW,-20.0637,30.8277,65.5,93,98,2.55,overcast clouds
272,Tabuk,PH,17.4189,121.4443,70.59,90,100,5.19,overcast clouds
273,Leh,IN,34.1667,77.5833,-5.49,72,2,1.9,clear sky
274,Hasaki,JP,35.7333,140.8333,35.22,51,86,8.5,overcast clouds
275,Inuvik,CA,68.3499,-133.7218,-6.84,84,75,3.44,light snow
276,Clinton,US,42.587,-82.9199,38.12,78,20,9.22,light intensity drizzle
277,Liverpool,GB,53.4106,-2.9779,33.82,93,75,4.61,light snow
278,Qaqortoq,GL,60.7167,-46.0333,-6.54,69,9,10.65,clear sky
279,Ho Chi Minh City,VN,10.75,106.6667,75.22,94,20,4.61,few clouds
280,Osakarovka,KZ,50.565,72.5692,0.93,81,77,6.35,broken clouds
281,Kot Samaba,PK,28.5522,70.4684,46.45,19,0,3.38,clear sky
282,Bambous Virieux,MU,-20.3428,57.7575,78.22,74,82,16.33,broken clouds
283,Saint George,US,37.1041,-113.5841,49.24,82,100,16.11,overcast clouds
284,Hami,CN,42.8,93.45,12.29,43,0,3.85,clear sky
285,Karratha,AU,-20.7377,116.8463,81.88,75,55,12.03,broken clouds
286,Jumla,NP,29.2747,82.1838,30.34,14,0,5.41,clear sky
287,Placido De Castro,BR,-10.3353,-67.1856,75.15,84,97,3.24,light rain
288,Castro,BR,-24.7911,-50.0119,67.15,91,91,2.3,light rain
289,Xiuyan,CN,40.2928,123.2744,16.02,51,39,1.16,scattered clouds
290,George Town,MY,5.4112,100.3354,76.95,61,20,10.36,few clouds
291,Sangar,RU,63.9242,127.4739,-44.97,97,100,1.41,overcast clouds
292,Mananara,MG,-16.1667,49.7667,73.0,94,99,5.41,moderate rain
293,Roebourne,AU,-20.7833,117.1333,82.02,75,82,12.01,broken clouds
294,Marzuq,YE,14.4,46.4667,60.57,62,29,5.32,scattered clouds
295,Clydebank,GB,55.9014,-4.4057,32.13,87,25,5.75,scattered clouds
296,Portland,US,45.5234,-122.6762,52.36,76,75,3.44,broken clouds
297,Grindavik,IS,63.8424,-22.4338,28.35,86,20,17.27,few clouds
298,Xining,CN,36.6167,101.7667,2.79,95,99,2.15,overcast clouds
299,Maraa,BR,-1.8333,-65.3667,76.35,85,75,0.72,light rain
300,Port Hardy,CA,50.6996,-127.4199,44.15,93,100,1.83,moderate rain
301,Kenora,CA,49.8167,-94.4337,31.17,100,100,9.22,fog
302,Port Moresby,PG,-9.4431,147.1797,80.56,73,100,0.16,overcast clouds
303,Naze,JP,28.3667,129.4833,54.45,70,96,12.64,overcast clouds
304,Beloha,MG,-25.1667,45.05,74.17,85,0,8.37,clear sky
305,Fuyu,CN,45.1833,124.8167,3.88,59,7,7.54,clear sky
306,Igarka,RU,67.4667,86.5833,-33.83,89,5,6.31,clear sky
307,Tiksi,RU,71.6872,128.8694,-21.21,100,100,6.93,overcast clouds
308,Lai,TD,9.3952,16.2989,74.71,24,91,5.53,overcast clouds
309,Huangmei,CN,30.1924,116.025,32.36,63,8,0.81,clear sky
310,Itoman,JP,26.1247,127.6694,62.62,67,75,11.5,broken clouds
311,Jucas,BR,-6.5253,-39.5275,73.98,81,100,1.95,overcast clouds
312,San Patricio,US,28.017,-97.5169,82.49,44,16,0.98,few clouds
313,Launceston,AU,-41.45,147.1667,64.15,68,100,8.05,overcast clouds
314,Noumea,NC,-22.2763,166.4572,82.38,99,99,13.56,overcast clouds
315,Haghartsin,AM,40.7761,44.9685,30.11,76,82,6.06,broken clouds
316,Lazaro Cardenas,MX,17.9583,-102.2,80.31,68,14,7.65,few clouds
317,Livingstonia,MW,-10.606,34.1063,62.26,85,98,1.32,overcast clouds
318,Ivanava,BY,52.1451,25.5365,35.22,97,100,13.24,light snow
319,Mountain Home,US,43.133,-115.6912,43.14,57,100,3.0,overcast clouds
320,Beringovskiy,RU,63.05,179.3167,-3.3,88,100,18.52,overcast clouds
321,Warri,NG,5.5167,5.75,75.97,90,93,3.31,overcast clouds
322,Ligayan,PH,4.6533,119.4706,80.33,82,8,10.27,clear sky
323,Provideniya,RU,64.3833,-173.3,6.91,56,0,29.08,clear sky
324,Paka,MY,4.6374,103.4368,72.37,84,43,7.16,scattered clouds
325,Lichuan,CN,30.3,108.85,20.97,99,82,0.98,broken clouds
326,Maloy,NO,61.9353,5.1136,37.13,70,96,7.02,overcast clouds
327,Palmer,US,42.1584,-72.3287,35.46,68,100,5.99,overcast clouds
328,Terrace,CA,54.5163,-128.6035,38.32,99,96,1.03,light rain
329,Micheweni,TZ,-4.9667,39.8333,80.37,78,5,11.32,clear sky
330,Jever,DE,53.5833,7.9,39.24,93,100,4.61,overcast clouds
331,Kidal,ML,18.4411,1.4078,65.57,17,0,9.91,clear sky
332,Anchorage,US,61.2181,-149.9003,34.32,87,68,4.0,broken clouds
333,Machali,CL,-34.1833,-70.6667,77.58,29,3,8.1,clear sky
334,Aberdeen,GB,57.1437,-2.0981,32.49,76,45,16.11,scattered clouds
335,Deputatskiy,RU,69.3,139.9,-30.93,100,100,1.43,overcast clouds
336,Roald,NO,62.5833,6.1333,33.94,64,0,6.91,clear sky
337,Meulaboh,ID,4.1363,96.1285,73.65,91,100,6.87,overcast clouds
338,Tual,ID,-5.6667,132.75,83.21,73,100,8.28,overcast clouds
339,Sergeyevka,KZ,53.88,67.4158,2.61,82,64,7.29,broken clouds
340,Barabai,ID,-2.5833,115.3833,75.0,92,92,1.23,overcast clouds
341,Makakilo City,US,21.3469,-158.0858,80.69,65,40,3.44,scattered clouds
342,Vestmannaeyjar,IS,63.4427,-20.2734,27.27,66,6,12.91,clear sky
343,Broome,US,42.2506,-75.833,32.7,72,0,10.36,clear sky
344,Benghazi,LY,32.1167,20.0667,61.72,61,2,15.28,clear sky
345,Sao Francisco,BR,-15.9486,-44.8644,70.48,71,80,5.12,light rain
346,Ekuvukeni,ZA,-28.4675,30.1551,61.34,72,5,3.44,clear sky
347,Sioux Lookout,CA,50.1001,-91.917,32.07,100,100,2.3,mist
348,Manzil Salim,TN,35.8567,8.4765,48.87,51,46,7.61,scattered clouds
349,Sumenep,ID,-7.0167,113.8667,76.96,86,100,7.67,overcast clouds
350,Ouadda,CF,8.0777,22.4007,70.83,28,48,7.31,scattered clouds
351,Abbeville,FR,50.1,1.8333,35.56,80,58,3.0,broken clouds
352,La Rioja,ES,42.25,-2.5,47.98,82,100,27.92,overcast clouds
353,Tezu,IN,27.9167,96.1667,54.88,60,38,3.67,scattered clouds
354,Ahipara,NZ,-35.1667,173.1667,71.13,55,1,7.9,clear sky
355,Margate,GB,51.3813,1.3862,33.69,72,35,3.0,scattered clouds
356,Paramonga,PE,-10.6667,-77.8333,71.64,77,55,7.54,broken clouds
357,Akyab,MM,20.15,92.9,61.45,60,0,6.35,clear sky
358,Chigorodo,CO,7.6664,-76.6811,76.42,88,36,6.71,scattered clouds
359,Mnogovershinnyy,RU,53.9353,139.9242,-35.5,91,11,3.06,few clouds
360,Olafsvik,IS,64.8945,-23.7142,27.86,71,62,21.23,broken clouds
361,Lagoa,PT,39.05,-27.9833,57.79,73,61,14.94,broken clouds
362,Vila Velha,BR,-20.3297,-40.2925,78.94,85,6,4.0,clear sky
363,Beroroha,MG,-21.6667,45.1667,74.17,79,4,5.99,clear sky
364,Boa Vista,BR,2.8197,-60.6733,80.58,78,20,6.91,few clouds
365,Japura,ID,-0.3167,102.35,72.18,98,100,2.15,light rain
366,Marawi,PH,7.9986,124.2928,69.98,94,96,1.54,overcast clouds
367,Qunduz,AF,36.729,68.857,11.41,84,4,2.98,clear sky
368,Marystown,CA,47.1666,-55.1483,44.19,99,100,22.3,light rain
369,Mao,ES,39.8885,4.2658,57.76,72,0,17.27,clear sky
370,Oistins,BB,13.0667,-59.5333,75.29,88,40,4.61,scattered clouds
371,Bad Windsheim,DE,49.5,10.4167,39.15,87,100,24.16,overcast clouds
372,Bay Roberts,CA,47.5999,-53.2648,41.65,98,100,4.0,light rain
373,Dingle,PH,10.9995,122.6711,75.27,95,80,5.46,broken clouds
374,Saint-Georges,GD,12.0564,-61.7485,76.06,79,10,9.51,clear sky
375,Maryville,US,35.7565,-83.9705,49.06,65,100,4.0,overcast clouds
376,Swift Current,CA,50.2834,-107.8014,20.21,93,100,6.91,mist
377,Handlova,SK,48.7276,18.7601,39.27,99,100,5.23,snow
378,Ibra,OM,22.6906,58.5334,62.74,58,41,3.4,scattered clouds
379,Angoram,PG,-4.0625,144.0661,78.75,81,100,1.3,overcast clouds
380,Maun,BW,-19.9833,23.4167,70.39,79,99,1.57,overcast clouds
381,Angoche,MZ,-16.2325,39.9086,78.71,83,97,7.09,overcast clouds
382,Flin Flon,CA,54.7682,-101.865,4.8,98,83,2.35,broken clouds
383,Hambantota,LK,6.1241,81.1185,74.26,89,92,12.21,moderate rain
384,Biltine,TD,14.5333,20.9167,69.35,19,69,11.65,broken clouds
385,Touros,BR,-5.1989,-35.4608,79.07,76,55,13.42,broken clouds
386,Tambura,SS,5.6,27.4667,73.81,29,73,4.65,broken clouds
387,Nicholasville,US,37.8806,-84.573,48.24,78,100,13.8,light rain
388,Ushumun,RU,52.7833,126.5333,-33.81,100,100,2.89,overcast clouds
389,Chiradzulu,MW,-15.6746,35.1407,64.45,93,100,0.81,overcast clouds
390,Khvoynaya,RU,58.9,34.5333,27.81,94,100,8.43,overcast clouds
391,Buchanan,LR,5.8808,-10.0467,78.42,87,30,5.61,scattered clouds
392,Teknaf,BD,20.8624,92.3058,60.96,65,0,6.76,clear sky
393,Thayetmyo,MM,19.3167,95.1833,58.82,59,0,0.76,clear sky
394,Poronaysk,RU,49.2167,143.1167,-15.2,97,36,3.76,scattered clouds
395,Sorland,NO,67.667,12.6934,33.66,72,77,6.22,broken clouds
396,Churapcha,RU,62.0025,132.4325,-65.45,100,87,3.13,overcast clouds
397,Waingapu,ID,-9.6567,120.2641,79.79,81,100,4.74,overcast clouds
398,Itarema,BR,-2.9248,-39.9167,77.9,82,99,8.75,overcast clouds
399,Tessalit,ML,20.1986,1.0114,65.17,20,0,9.22,clear sky
400,Eyl,SO,7.9803,49.8164,74.1,73,6,15.26,clear sky
401,Taunggyi,MM,20.7833,97.0333,44.47,61,0,2.35,clear sky
402,Kiama,AU,-34.6833,150.8667,81.25,71,85,1.99,overcast clouds
403,Taoudenni,ML,22.6783,-3.9836,66.45,21,3,12.12,clear sky
404,Luzon,PH,6.519,126.0941,80.49,80,86,5.48,overcast clouds
405,San Quintin,MX,30.4833,-115.95,60.96,78,100,10.25,overcast clouds
406,Kaitangata,NZ,-46.2817,169.8464,67.66,55,83,6.31,broken clouds
407,Kailua,US,21.4022,-157.7394,82.38,80,24,3.0,few clouds
408,Bambari,CF,5.768,20.6757,78.39,23,33,4.59,scattered clouds
409,Smithers,CA,54.7804,-127.1743,35.26,95,98,1.14,overcast clouds
410,Totma,RU,59.9747,42.7642,21.74,92,100,11.88,overcast clouds
411,Krechevitsy,RU,58.617,31.401,32.38,94,100,9.15,overcast clouds
412,Weligama,LK,5.9667,80.4167,73.85,90,100,3.38,heavy intensity rain
413,Bayan,CN,46.0833,127.4,-17.39,99,17,3.71,few clouds
414,Lagos,NG,6.5833,3.75,74.82,84,29,2.46,scattered clouds
415,Neryungri,RU,56.6709,124.6491,-42.83,99,100,2.37,overcast clouds
416,Mutis,CO,6.2262,-77.4044,78.69,83,92,2.82,overcast clouds
417,Porto Novo,BJ,6.4965,2.6036,77.74,83,34,4.14,scattered clouds
